epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,35922.3,0.4558,0.25882,0.80401,0.79266,0.62245,0.69465,0.48629,0.71903,0.41548,0.91325,0.0057925,0.0057925,0.0057925
87,36338.2,0.45262,0.25675,0.80324,0.79546,0.62117,0.69477,0.48651,0.71912,0.4158,0.91338,0.005743,0.005743,0.005743
88,36755,0.45158,0.25674,0.80365,0.7967,0.62007,0.6948,0.48651,0.71898,0.41644,0.91355,0.0056935,0.0056935,0.0056935
89,37173.3,0.449,0.25515,0.80297,0.7971,0.61973,0.69492,0.48662,0.71909,0.41664,0.91368,0.005644,0.005644,0.005644
90,37589.9,0.44663,0.25304,0.80241,0.79906,0.61904,0.69502,0.48676,0.71907,0.417,0.91382,0.0055945,0.0055945,0.0055945
91,38007.7,0.44572,0.25364,0.80258,0.79967,0.61921,0.69502,0.48699,0.71895,0.41742,0.91393,0.005545,0.005545,0.005545
92,38424.1,0.4436,0.25208,0.80199,0.80315,0.61645,0.69466,0.48701,0.71903,0.41757,0.91407,0.0054955,0.0054955,0.0054955
93,38842.9,0.44034,0.25091,0.80137,0.80092,0.61735,0.69484,0.48713,0.71894,0.41799,0.91416,0.005446,0.005446,0.005446
94,39261.8,0.43723,0.24934,0.8008,0.80074,0.61732,0.69486,0.48705,0.71888,0.41834,0.91431,0.0053965,0.0053965,0.0053965
95,39678.8,0.43531,0.24847,0.80056,0.80122,0.61665,0.69467,0.48716,0.71884,0.41866,0.91445,0.005347,0.005347,0.005347
96,40097.3,0.43272,0.24666,0.79975,0.79755,0.61847,0.69447,0.48721,0.71872,0.41898,0.91466,0.0052975,0.0052975,0.0052975
97,40516.5,0.42814,0.24443,0.79892,0.79662,0.61826,0.69424,0.48723,0.71873,0.41932,0.9147,0.005248,0.005248,0.005248
98,40934.1,0.42561,0.24302,0.79832,0.79646,0.61834,0.69431,0.4873,0.71875,0.41979,0.91488,0.0051985,0.0051985,0.0051985
99,41353.1,0.42449,0.24256,0.79826,0.79659,0.61852,0.6945,0.48734,0.71875,0.42028,0.91502,0.005149,0.005149,0.005149
100,41773.1,0.42159,0.24114,0.79791,0.79533,0.619,0.6945,0.48752,0.71876,0.42074,0.91516,0.0050995,0.0050995,0.0050995
101,42190.5,0.42003,0.24035,0.79772,0.80153,0.6164,0.69469,0.4878,0.71865,0.42117,0.91533,0.00505,0.00505,0.00505
